1782877585.859617 server started (7833): version 3.7, socket /tmp/tmux-1000/default, protocol 8
1782877585.859720 on Linux 7.0.14-arch1-1 #1 SMP PREEMPT_DYNAMIC Sat, 27 Jun 2026 16:15:10 +0000
1782877585.859783 using libevent 2.1.12-stable poll
1782877585.859812 using ncurses 6.6 20251230
1782877589.028496 collect list: x=2 (last 4294967295), y=2, used=4
1782877589.028539 /dev/pts/0: \033[3G
1782877589.028574 /dev/pts/0: \033[38;2;139;233;253m
1782877589.028596 /dev/pts/0: exit
1782877589.028639 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1782877589.028698 /dev/pts/0: wrote 51 bytes (of 51)
1782877589.028729 cmdq_next <global>: empty
1782877589.028766 cmdq_next </dev/pts/0>: empty
1782877589.028794 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877589.028821 server_client_reset_state: cursor to 6,2
1782877589.028844 /dev/pts/0: \033(B\033[m
1782877589.028871 server_client_check_pane_buffer: %0 has 51 minimum (of 51) bytes used
1782877589.028894 server_client_check_pane_buffer: pane %0 is on
1782877589.028917 @0 active pane changed
1782877589.028942 @0 name timer already queued (407028 left)
1782877589.029067 /dev/pts/0: wrote 6 bytes (of 6)
1782877589.029107 cmdq_next <global>: empty
1782877589.029142 cmdq_next </dev/pts/0>: empty
1782877589.029170 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877589.029194 server_client_reset_state: cursor to 6,2
1782877589.029222 server_client_check_pane_buffer: pane %0 is on
1782877589.029249 @0 active pane changed
1782877589.029272 @0 name timer already queued (406695 left)
1782877589.036415 cmdq_next <global>: empty
1782877589.036515 cmdq_next </dev/pts/0>: empty
1782877589.036566 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877589.036604 server_client_reset_state: cursor to 6,2
1782877589.036632 server_client_check_pane_buffer: pane %0 is on
1782877589.036657 @0 active pane changed
1782877589.036686 @0 name timer already queued (399286 left)
1782877589.156216 /dev/pts/0: read 1 bytes (already 0)
1782877589.156300 /dev/pts/0: keys are 1 (\r)
1782877589.156331 /dev/pts/0: next key is 1 (\r) (expired=0)
1782877589.156358 /dev/pts/0: complete key \r 0xd
1782877589.156389 cmdq_append </dev/pts/0>: [server_client_key_callback/0x55c04b389880]
1782877589.156415 cmdq_next <global>: empty
1782877589.156462 cmdq_next </dev/pts/0>: enter
1782877589.156507 cmdq_next </dev/pts/0>: [server_client_key_callback/0x55c04b389880] (1), flags 0
1782877589.156534 session $0 0 activity 1782877589.156528
1782877589.156561 cmd_find_from_client: s=$0 0
1782877589.156585 cmd_find_from_client: wl=0 1 w=@0 fish
1782877589.156606 cmd_find_from_client: wp=%0
1782877589.156627 cmd_find_from_client: idx=none
1782877589.156655 key table root (pane %0)
1782877589.156679 key table root (pane %0)
1782877589.156701 not found in key table root
1782877589.156726 writing key 0xd (Enter) to %0
1782877589.156749 input_key: \r
1782877589.156782 unref client 0x55c04b3b0c60 (2 references)
1782877589.156805 cmdq_next </dev/pts/0>: exit (empty)
1782877589.156828 cmdq_next <global>: empty
1782877589.156849 cmdq_next </dev/pts/0>: empty
1782877589.156880 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877589.156907 server_client_reset_state: cursor to 6,2
1782877589.156933 server_client_check_pane_buffer: pane %0 is on
1782877589.156959 @0 active pane changed
1782877589.157010 @0 name timer already queued (278960 left)
1782877589.158052 cmdq_next <global>: empty
1782877589.158121 cmdq_next </dev/pts/0>: empty
1782877589.158156 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877589.158186 server_client_reset_state: cursor to 6,2
1782877589.158213 server_client_check_pane_buffer: pane %0 is on
1782877589.158239 @0 active pane changed
1782877589.158262 @0 name timer already queued (277706 left)
1782877589.166157 %0 has 68 bytes
1782877589.168050 @0 alerts timer reset 0
1782877589.168146 screen_write_start_pane: size 121x28, pane %0 (at 0,0)
1782877589.168190 input_parse_buffer: %0 ground, 68 bytes: \033[?1004l\033[?2004l\033[?2031l\033[>4;0m\033>\r\033[6C\r\n\033[m\033]133;C;cmdline_url=exit\a
1782877589.168226 input_csi_dispatch: 'l' "?" "1004"
1782877589.168255 parameter 0: number 1004
1782877589.168285 screen_write_mode_clear: FOCUSON
1782877589.168314 input_csi_dispatch: 'l' "?" "2004"
1782877589.168340 parameter 0: number 2004
1782877589.168366 screen_write_mode_clear: BRACKETPASTE
1782877589.168396 input_csi_dispatch: 'l' "?" "2031"
1782877589.168421 parameter 0: number 2031
1782877589.168450 screen_write_mode_clear: THEME_UPDATES
1782877589.168478 input_csi_dispatch: 'm' ">" "4;0"
1782877589.168503 parameter 0: number 4
1782877589.168528 parameter 1: number 0
1782877589.168556 input_esc_dispatch: '>', 
1782877589.168582 screen_write_mode_clear: KKEYPAD
1782877589.168606 input_c0_dispatch: '\r'
1782877589.168638 input_csi_dispatch: 'C' "" "6"
1782877589.168663 parameter 0: number 6
1782877589.168689 input_c0_dispatch: '\r'
1782877589.168712 input_c0_dispatch: '\n'
1782877589.168738 screen_write_linefeed: at 0,2 (region 0-27)
1782877589.168763 input_csi_dispatch: 'm' "" ""
1782877589.168789 input_enter_osc
1782877589.168818 input_end_bel
1782877589.168844 input_exit_osc: "133;C;cmdline_url=exit" (end BEL)
1782877589.168902 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1782877589.168938 cmdq_next <global>: empty
1782877589.168994 cmdq_next </dev/pts/0>: empty
1782877589.171834 server_client_reset_state: client /dev/pts/0 mode CURSOR,WRAP
1782877589.171881 server_client_reset_state: cursor to 0,3
1782877589.171910 /dev/pts/0: \r
1782877589.171937 /dev/pts/0: \n
1782877589.172399 /dev/pts/0: current mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON,THEME_UPDATES
1782877589.172441 /dev/pts/0: setting mode CURSOR,WRAP
1782877589.172473 server_client_check_pane_buffer: %0 has 68 minimum (of 68) bytes used
1782877589.172499 server_client_check_pane_buffer: pane %0 is on
1782877589.172528 @0 active pane changed
1782877589.172553 @0 name timer already queued (263416 left)
1782877589.173033 /dev/pts/0: wrote 2 bytes (of 2)
1782877589.173238 %0 has 55 bytes
1782877589.173447 @0 alerts timer reset 0
1782877589.174111 screen_write_start_pane: size 121x28, pane %0 (at 0,0)
1782877589.174152 input_parse_buffer: %0 ground, 55 bytes: \033]0;exit ~/P/project-management\a\033[m\r\033]133;D;0\a\033[?25h\033[m
1782877589.174205 input_enter_osc
1782877589.174255 input_end_bel
1782877589.174282 input_exit_osc: "0;exit ~/P/project-management" (end BEL)
1782877589.174320 cmd_find_best_session_with_window: window is @0
1782877589.174344 cmd_find_best_session: 1 sessions to try
1782877589.174366 cmd_find_best_winlink_with_window: window is @0
1782877589.174387 cmd_find_best_winlink_with_window: window is @0
1782877589.174409 cmd_find_from_window: s=$0 0
1782877589.174432 cmd_find_from_window: wl=0 1 w=@0 fish
1782877589.174452 cmd_find_from_window: wp=%0
1782877589.174473 cmd_find_from_window: idx=0
1782877589.174494 cmd_find_from_pane: s=$0 0
1782877589.174516 cmd_find_from_pane: wl=0 1 w=@0 fish
1782877589.174537 cmd_find_from_pane: wp=%0
1782877589.174558 cmd_find_from_pane: idx=0
1782877589.174592 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1782877589.174618 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1782877589.174649 notify_add: config_files=/etc/tmux.conf,/home/sulav/.tmux.conf,/home/sulav/.config/tmux/tmux.conf
1782877589.174681 notify_add: host=sulav-inspiron5559
1782877589.174710 notify_add: host_short=sulav-inspiron5559
1782877589.174733 notify_add: loop_last_flag=0
1782877589.174758 notify_add: next_session_id=$1
1782877589.174782 notify_add: pane_format=0
1782877589.174815 notify_add: pid=7833
1782877589.174839 notify_add: server_sessions=1
1782877589.174865 notify_add: session_format=0
1782877589.174888 notify_add: sixel_support=1
1782877589.174911 notify_add: socket_path=/tmp/tmux-1000/default
1782877589.174935 notify_add: start_time=1782877585
1782877589.176843 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{?pane_floating_flag,#[italics],}#{pane_current_command}#{pane_flags}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}
1782877589.176894 notify_add: uid=1000
1782877589.176919 notify_add: user=sulav
1782877589.176941 notify_add: version=3.7
1782877589.177264 notify_add: window_format=0
1782877589.177323 notify_add: hook=pane-title-changed
1782877589.177351 notify_add: hook_pane=%0
1782877589.177396 notify_add: hook_window=@0
1782877589.177421 notify_add: hook_window_name=fish
1782877589.177446 session_add_ref: 0 notify_add, now 2
1782877589.177473 cmdq_append <global>: [notify_callback/0x55c04b3890e0]
1782877589.177508 input_csi_dispatch: 'm' "" ""
1782877589.177547 input_c0_dispatch: '\r'
1782877589.177575 input_enter_osc
1782877589.177615 input_end_bel
1782877589.177640 input_exit_osc: "133;D;0" (end BEL)
1782877589.177668 input_csi_dispatch: 'h' "?" "25"
1782877589.177695 parameter 0: number 25
1782877589.177721 screen_write_mode_set: CURSOR
1782877589.177766 input_csi_dispatch: 'm' "" ""
1782877589.177824 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1782877589.177865 cmdq_next <global>: enter
1782877589.177892 cmdq_next <global>: [notify_callback/0x55c04b3890e0] (1), flags 0
1782877589.177935 notify_callback: pane-title-changed
1782877589.177961 notify_insert_hook: inserting hook pane-title-changed
1782877589.178038 session_remove_ref: 0 notify_callback, now 1
1782877589.178068 cmdq_next <global>: exit (empty)
1782877589.178092 cmdq_next </dev/pts/0>: empty
1782877589.178113 cmdq_next <global>: empty
1782877589.178134 cmdq_next </dev/pts/0>: empty
1782877589.178158 /dev/pts/0: redraw status borders
1782877589.178180 /dev/pts/0: redraw needed
1782877589.178214 screen_redraw_set_context: /dev/pts/0 @0 ox=0 oy=0 sx=121 sy=28 1/0
1782877589.178236 status_redraw enter
1782877589.178259 format_defaults: c=/dev/pts/0
1782877589.178279 format_defaults: s=none
1782877589.178299 format_defaults: wl=none
1782877589.178345 format_defaults: wp=none
1782877589.178395 screen_write_start: size 121x1, no pane
1782877589.178423 screen_write_cursormove: from 0,0 to 0,0
1782877589.178516 format_expand1: expanding format: #[align=left range=left #{E:status-left-style}]#[push-default]#{T;=/#{status-left-length}:status-left}#[pop-default]#[norange default]#[list=on align=#{status-justify}]#[list=left-marker]<#[list=right-marker]>#[list=on]#{W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?loop_last_flag,,#{E:window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{E:window-status-separator}}}#[nolist align=right range=right #{E:status-right-style}]#[push-default]#{T;=/#{status-right-length}:status-right}#[pop-default]#[norange default]
1782877589.178581 format_expand1: found #*1[
1782877589.178620 format_expand1: found #{}: E:status-left-style
1782877589.178648 format_replace: modifier 0 is E
1782877589.178686 format_replace: format 'status-left-style' found: default
1782877589.178711 format_expand1: expanding format: default
1782877589.178733 format_expand1: result is: default
1782877589.178764 format_replace: replaced 'E:status-left-style' with 'default'
1782877589.178788 format_expand1: found #*1[
1782877589.178816 format_expand1: found #{}: T;=/#{status-left-length}:status-left
1782877589.178844 format_expand1: expanding format: #{status-left-length}
1782877589.178870 format_expand1: found #{}: status-left-length
1782877589.178908 format_replace: format 'status-left-length' found: 10
1782877589.178933 format_replace: replaced 'status-left-length' with '10'
1782877589.178956 format_expand1: result is: 10
1782877589.179126 format_replace: modifier 0 is T
1782877589.179164 format_replace: modifier 1 is =
1782877589.179189 format_replace: modifier 1 argument 0: 10
1782877589.179224 format_replace: format 'status-left' found: [#{session_name}] 
1782877589.179249 format_expand1: expanding format: [#{session_name}] 
1782877589.179275 format_expand1: found #{}: session_name
1782877589.179314 format_replace: format 'session_name' found: 0
1782877589.179343 format_replace: replaced 'session_name' with '0'
1782877589.179365 format_expand1: result is: [0] 
1782877589.179390 format_replace: applied length limit 10: [0] 
1782877589.179417 format_replace: replaced 'T;=/#{status-left-length}:status-left' with '[0] '
1782877589.179446 format_expand1: found #*1[
1782877589.179480 format_expand1: found #*1[
1782877589.179507 format_expand1: found #*1[
1782877589.179532 format_expand1: found #{}: status-justify
1782877589.179569 format_replace: format 'status-justify' found: left
1782877589.179600 format_replace: replaced 'status-justify' with 'left'
1782877589.179626 format_expand1: found #*1[
1782877589.179659 format_expand1: found #*1[
1782877589.179689 format_expand1: found #*1[
1782877589.179910 format_expand1: found #{}: W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?loop_last_flag,,#{E:window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{E:window-status-separator}}
1782877589.180332 format_replace: modifier 0 is W
1782877589.180462 format_loop_windows: window loop: 0 @0
1782877589.180503 format_defaults: c=/dev/pts/0
1782877589.180526 format_defaults: s=$0
1782877589.180547 format_defaults: wl=0
1782877589.180568 format_defaults: wp=none
1782877589.180624 format_expand1: expanding format: #[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?loop_last_flag,,#{E:window-status-separator}}
1782877589.180720 format_expand1: found #*1[
1782877589.180748 format_expand1: found #{}: window_index
1782877589.180794 format_replace: format 'window_index' found: 0
1782877589.180819 format_replace: replaced 'window_index' with '0'
1782877589.180860 format_expand1: found #{}: ?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}
1782877589.180899 format_replace: condition is: #{!=:#{E:window-status-current-style},default}
1782877589.180939 format_expand1: expanding format: #{!=:#{E:window-status-current-style},default}
1782877589.181001 format_expand1: found #{}: !=:#{E:window-status-current-style},default
1782877589.181029 format_replace: modifier 0 is !=
1782877589.181068 format_expand1: expanding format: #{E:window-status-current-style}
1782877589.181096 format_expand1: found #{}: E:window-status-current-style
1782877589.181120 format_replace: modifier 0 is E
1782877589.181149 format_replace: format 'window-status-current-style' found: default
1782877589.181172 format_expand1: expanding format: default
